Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
clipboard,Clipboard,,wizard_garbage,Garbage collection,,
toys_electronic,Electronic toy,,reuse,Reuse,,
milk_carton,Milk carton,,wizard_recycling,Recycling collection,,
shipping_envelope_plastic,Shipping envelope (plastic),Poly mailers,wizard_garbage,Garbage collection,,
coffee_table,Coffee table,,reuse,Reuse,,
costume,Costume,Halloween costume,wizard_garbage,Garbage collection,,
water_filter,Water filter,Brita,wizard_garbage,Garbage collection,,
toaster,Toaster,", toster",reuse,Reuse,,
plastic_paint_tray,Plastic paint tray,,wizard_garbage,Garbage collection,,Paint must be completely dry.
baby_bottle_liner,Baby bottle liner,,wizard_garbage,Garbage collection,,
index_divider_plastic,Index divider (plastic),,wizard_garbage,Garbage collection,,
photo_album,Photo album,,wizard_garbage,Garbage collection,,
photo_album_page,Photo album page,,wizard_garbage,Garbage collection,,
floppy_disk,Floppy disk,computer disk,wizard_garbage,Garbage collection,,
toilet_brush,Toilet brush,,wizard_garbage,Garbage collection,,
cleaning_duster,Cleaning duster,"feather duster, duster, , swiffer duster disposible",wizard_garbage,Garbage collection,,
paper_straw,Paper straw,,wizard_garbage,Garbage collection,,
bags_fabric,Fabric bag,"cloth bags, reusable shopping bags, Lululemon fabric bag",wizard_garbage,Garbage collection,,
hair_brush,Hairbrush,"brush, Hair brush",wizard_garbage,Garbage collection,,
plastic_cup_lid,Plastic cup lid,"slurpie lid, slurpee lid, fast food pop lids",wizard_garbage,Garbage collection,,
plastic_plate,Plastic plate,,wizard_garbage,Garbage collection,,
chalk,Chalk,,wizard_garbage,Garbage collection,,
index_dividers_paper,Index dividers (paper),,wizard_recycling,Recycling collection,,Remove plastic divider tab before recycling.
candles,Candle,"wax candles, birthday candles, tea lights",reuse,Reuse,,
firepit,Fire pit (metal),,reuse,Reuse,,
golf_ball,Golf ball,", golfballs",wizard_garbage,Garbage collection,,
dryer_lint,Dryer lint,,wizard_garbage,Garbage collection,,
juice_carton,Juice carton,,wizard_recycling,Recycling collection,,
padlock,Padlock,"lock, metal lock",wizard_garbage,Garbage collection,,
paper_receipts,Paper receipts,", Cash register receipts, Sales receipts",wizard_recycling,Recycling collection,,
plastic_pipe,Plastic pipe,"pvc pipe, hdpe piping,",wizard_garbage,Garbage collection,,
polystyrene_foam,Polystyrene foam,,wizard_garbage,Garbage collection,,
rags,Rags,,wizard_garbage,Garbage collection,,
cheese_wrap,Cheese packaging,,wizard_garbage,Garbage collection,,
conditioner_tube,Conditioner tube,,wizard_garbage,Garbage collection,,
stuffed_animal,Stuffed animal,"stuffed toys, teddy bears, beanie babies, plushie, plush toy, stuffies",reuse,Reuse,,
coffee_bag,Coffee bag,,wizard_garbage,Garbage collection,,
perfume_bottle_empty,Perfume bottle (empty),,wizard_garbage,Garbage collection,,
foam_core_board,Foam core board,,wizard_garbage,Garbage collection,,
laptop,Laptop,,reuse,Reuse,,
fuse,Fuse,,wizard_garbage,Garbage collection,,
frying_pan,Frying pan,"teflon pan, metal pan",wizard_garbage,Garbage collection,,
eggnog_carton,Eggnog carton,Egg nog,wizard_recycling,Recycling collection,,
aquarium,Aquarium,fish tank,reuse,Reuse,,
carbon_paper,Carbon paper,,wizard_garbage,Garbage collection,,
explosives,Explosives,"fireworks, dynamite, dynomite",edmonton_police_service,Contact Edmonton Police Service,,
styrofoam_take-out_food_container,Styrofoam take-out food container,"styrafoam, polystyrene, styrefome, styrofome, styrophome, styrofome, styrophome, styroform, styrophom, strofoam, stryafoam, stryofoam, stirofoam, stryofoam, styrofoan, styerfome, syrofoam, number 6, steroform, sytrofoam, styraform, polystrine, polystrrine,",wizard_garbage,Garbage collection,,
playing_cards,Playing cards,,wizard_garbage,Garbage collection,,
craft_paint,Craft paint,acrylic paint,wizard_garbage,Garbage collection,,
foil-lined_bag,Foil-lined bag,bread bag,wizard_garbage,Garbage collection,,
emery_board,Emery board,Nail file,wizard_garbage,Garbage collection,,
plastic_pill_organizer,Plastic pill organizer,Plastic pill holder,wizard_garbage,Garbage collection,,
balloon,Balloon,"baloon, ballon",wizard_garbage,Garbage collection,,
laundry_soap_scoop_plastic,Laundry soap scoop (plastic),"Laundry detergent scoop,",wizard_garbage,Garbage collection,,
paint_swatch,Paint swatch,paint color samples,wizard_recycling,Recycling collection,,
stapler,Stapler,,wizard_garbage,Garbage collection,,
computer_mouse,Computer mouse,,reuse,Reuse,,
plastic_cable_tie,Plastic cable tie,zip tie,wizard_garbage,Garbage collection,,
laminated_paper,Laminated paper,,wizard_garbage,Garbage collection,,
disposable_mop_sheet,Disposable mop sheet,swiffer sheet refill,wizard_garbage,Garbage collection,,
cooking_pots_ceramic,Cooking pot (ceramic),,reuse,Reuse,,
soup_can,Soup can,cambells,wizard_recycling,Recycling collection,,"Labels OK. Remove lid, drop into can and squeeze top slightly to keep lid inside."
glue_non-toxic,Glue (non-toxic),"school glue, glue bottle, white glue, elmer's glue, glues, glue",wizard_garbage,Garbage collection,,
bath_mat,Bath mat,Bathmat,wizard_garbage,Garbage collection,,
baby_bottles,Baby bottle,"baby botle, infant bottle",wizard_garbage,Garbage collection,,
cotton_pad,Cotton pad,,wizard_garbage,Garbage collection,,
aluminum_tart_shell,Aluminum tart shell,,wizard_recycling,Recycling collection,,
binder,Binder,"3 ring binder, binders",wizard_garbage,Garbage collection,,
bed_frame_metal,Bed frame (metal),bedframe,reuse,Reuse,,
cutting_board,Cutting board,,wizard_garbage,Garbage collection,,
lamp_shade,Lamp shade,,wizard_garbage,Garbage collection,,
toothbrush,Toothbrush,Tooth brush,wizard_garbage,Garbage collection,,
plant_pots_ceramic,Plant pot (ceramic),"Flower pots, clay pot",reuse,Reuse,,
beads,Beads,pearls,wizard_garbage,Garbage collection,,
plant_pots_ceramic,Plant pot (ceramic),"Flower pots, clay pot",wizard_garbage,Garbage collection,,
chip_bag,Chip bag,"snack food bags, Tostitos bag, cheezies bag, doritos bag, pretzel bag, cheezie package",wizard_garbage,Garbage collection,,
salad_bag,Salad bag,"spinach bag, pre-washed salad bag, plastic salad bags",wizard_garbage,Garbage collection,,
firearms_and_ammunition,Firearms and ammunition,"gun, shotgun, pistol, bullet, used ammunition, shotgun shells, lead shot",edmonton_police_service,Contact Edmonton Police Service,,
pet_bedding,Pet bed,"dog bed, cat bed,",wizard_garbage,Garbage collection,,
dental_flossers,Dental flossers,,wizard_garbage,Garbage collection,,
shoes,Shoes,"running shoes, high heels, sneakers, winter boots, rubber boot, Slippers, flip flops, sandals, old shoes, work boots",wizard_garbage,Garbage collection,,
bicycle_inner_tube,Bicycle inner tube,,wizard_garbage,Garbage collection,,
painting_canvas,Painting canvas,"painter sheet, canvass, paint canvas, painting",wizard_garbage,Garbage collection,,
wrapping_paper_no_foil,Gift wrap (paper),"Wrapping paper, giftwrap, xmas wrap",wizard_recycling,Recycling collection,,
toothpaste_tube,Toothpaste tube,Tooth paste tube,wizard_garbage,Garbage collection,,
buttons,Buttons,,wizard_garbage,Garbage collection,,
instant_noodle_package,Instant noodle package,,wizard_garbage,Garbage collection,,
applesauce_pouch,Applesauce pouch,"fruit pouch, baby food pouch, apple sauce pouch",wizard_garbage,Garbage collection,,
plastic_hair_curlers,Plastic hair curlers,,wizard_garbage,Garbage collection,,
plastic_gift_card,Plastic gift card,,wizard_garbage,Garbage collection,,
soap,Soap,,wizard_garbage,Garbage collection,,
candles,Candle,"wax candles, birthday candles, tea lights",wizard_garbage,Garbage collection,,
drinking_glass,Drinking glass,"cup, glassware",wizard_garbage,Garbage collection,,
wiper_blade,Wiper blade,,wizard_garbage,Garbage collection,,
dvd,DVD,,wizard_garbage,Garbage collection,,
laundry_detergent_box,Laundry detergent box (boxboard),,wizard_recycling,Recycling collection,,
wax_paper,Wax paper,"waxed, waxpaper",wizard_garbage,Garbage collection,,
stickers,Stickers,,wizard_garbage,Garbage collection,,
hangers_plastic,Clothes hanger (plastic),"Plastic coat hanger,",wizard_garbage,Garbage collection,,
lanyard,Lanyard,"lan yard,",wizard_garbage,Garbage collection,,
backpack,Backpacks & handbags,"knapsacks, pack, rucksack, purse, saddle bag, duffel bag,",reuse,Reuse,,
k-cup,K-cup,"Kcup, keurig, tassimo, tim hortons kcups, compostable kcups, compostable coffee pod",wizard_garbage,Garbage collection,,
slime_homemade_with_glue,Slime (homemade with glue),"goo, goop, flubber, putty",wizard_garbage,Garbage collection,,
envelope_with_pastic_window,Envelope (with plastic window),,wizard_recycling,Recycling collection,,Plastic window does not need to be removed.
yogurt_pouch,Yogurt stand-up pouch,"yoghurt, yougurt bag",wizard_garbage,Garbage collection,,
chocolate_wrapper,Chocolate wrapper,,wizard_garbage,Garbage collection,,
frozen_juice_can_lid,Frozen juice can lid,,wizard_garbage,Garbage collection,,
plastic_cooking_utensil,Plastic cooking utensil,", plastic spatula, plastic spoon, silicone spatula",reuse,Reuse,,
elastic_band,Elastic band,"plastic band, rubber band",wizard_garbage,Garbage collection,,
sports_equipment,Sports equipment,"soccer ball, skates, football, baseball bat, baseball glove, hockey equipment, sporting, hockey stick, Skis, footballs, tennis ball, basketball, badminton racket, hockey net",reuse,Reuse,,
hand_soap_pump,Bottle pump,"hand soap pump, pump bottle",wizard_garbage,Garbage collection,,
coffee_lid_stopper,Coffee lid stopper,drink stopper,wizard_garbage,Garbage collection,,
soup_carton,Soup carton,,wizard_recycling,Recycling collection,,
cassettes,Audio cassette tape,,wizard_garbage,Garbage collection,,
magnifying_glass,Magnifying glass,"magifying glass,",wizard_garbage,Garbage collection,,
plastic_take-out_container,Plastic take-out food container,"kfc container, Chinese food container, pho bowl, Vietnamese food container",wizard_recycling,Recycling collection,,
broth_carton,Broth carton,"Campbells, soup carton,",wizard_recycling,Recycling collection,,
plexiglass,Plexiglass,plexiglas; plexi glass; plexi glas,wizard_garbage,Garbage collection,,
paperback_book,Paperback book,"used crossword puzzle book, paper back, soduko",wizard_recycling,Recycling collection,,
whipped_cream_can_empty,Whipped cream can (empty),,wizard_recycling,Recycling collection,,
compact_mirror,Compact mirror,"pocket mirror, makeup mirror",wizard_garbage,Garbage collection,,
anti_static_bag,Antistatic bag,"Anti static bag, Anti-static bag",wizard_garbage,Garbage collection,,
car_mat,Car mat,"car floor mat, rubber car mat,",wizard_garbage,Garbage collection,,
plastic_stir_stick,Plastic stir stick,,wizard_garbage,Garbage collection,,
yarn,Yarn,,wizard_garbage,Garbage collection,,
life_jacket,Life jacket,"Lifejacket, Life vest",wizard_garbage,Garbage collection,,
dryer_sheet,Dryer sheet,"bounce,",wizard_garbage,Garbage collection,,
butter_wrapper,Butter wrapper,,wizard_garbage,Garbage collection,,
cell_phone_case,Cell phone case,,wizard_garbage,Garbage collection,,
chip_can,Chip can,"pringles can, cardboard can, pringles potato chip tube, pringles container",wizard_garbage,Garbage collection,,
eyeglass_case,Eyeglass case,,wizard_garbage,Garbage collection,,
cookie_tray_plastic,Cookie tray (plastic),Cookie insert,wizard_garbage,Garbage collection,,
thermos,Thermos,,wizard_garbage,Garbage collection,,
glass_dish,Glass dish,,wizard_garbage,Garbage collection,,
rubber_boots,Rubber boots,,wizard_garbage,Garbage collection,,
aluminum_pie_plate,Aluminum pie plate,"alumimum, aluminium, alluminum, Aluminnun",wizard_recycling,Recycling collection,,
vases,Vase,,wizard_garbage,Garbage collection,,
cloth_shower_curtain,Shower curtain (cloth),polyester shower curtain,reuse,Reuse,,
garment_bag,Garment bag,,wizard_garbage,Garbage collection,,
umbrella,Umbrella,"Umbrela, umbrellas",reuse,Reuse,,
needles_syringes,Needles and syringes,"lancets, insulin pen, EpiPen , sharps, medical sharps",wizard_contact_pharmacy,Pharmacy drop-off,,"Your pharmacy is the best place to drop off needles and syringes, but Eco Stations will also take them. Please put them in a sharps container with the needle tips pointing down. This keeps staff safe. If you don&rsquo;t have a sharps container: - Use a thick plastic container with a screw-top lid that won&rsquo;t break or get a hole easily, like a laundry detergent bottle. - Clearly write &ldquo;sharps&rdquo; on the container. - Please don&rsquo;t use coffee cans, milk and vinegar bottles. These containers (or their lids) get holes too easily."
needles_syringes,Needles and syringes,"lancets, insulin pen, EpiPen , sharps, medical sharps",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,"Your pharmacy is the best place to drop off needles and syringes, but Eco Stations will also take them. Please put them in a sharps container with the needle tips pointing down. This keeps staff safe. If you don&rsquo;t have a sharps container: - Use a thick plastic container with a screw-top lid that won&rsquo;t break or get a hole easily, like a laundry detergent bottle. - Clearly write &ldquo;sharps&rdquo; on the container. - Please don&rsquo;t use coffee cans, milk and vinegar bottles. These containers (or their lids) get holes too easily."
christmas_tree_natural,Christmas tree (natural),"X-mas tree, pine tree",,,,"Set out your tree for collection by 7am on Monday January 9, 2023. Trees will be picked up by February 10th, but not necessarily on your regular collection day. Remove all ornaments, garlands, nails, screws and tree stands. Cut large trees into 2 m (6 ft) lengths. This allows trees to be chipped and composted. Live in an apartment or condo? Bring your tree to a <a href=""https://www.edmonton.ca/programs_services/garbage_waste/recycling-depots.aspx"" Recycling Depot by February 6, 2023, or to an <a href=""http://edmonton.ca/ecostation"" Eco Station anytime free of charge. Dont place your tree in or beside your apartment recycling or garbage bins. For more information visit <a href=""https://edmonton.ca/wastelessholidays"">edmonton.ca/wastelessholidays."
